x: 14, y: 64, index: 1464, count: 1

x: 96, y: 80, index: 9680, count: 2

x: 72, y: 10, index: 7210, count: 3

x: 0, y: 3, index: 3, count: 4

x: 24, y: 64, index: 2464, count: 5

x: 2, y: 11, index: 211, count: 6

x: 55, y: 2, index: 5502, count: 7

x: 71, y: 86, index: 7186, count: 8

x: 25, y: 1, index: 2501, count: 9

x: 33, y: 78, index: 3378, count: 10

x: 75, y: 37, index: 7537, count: 11

x: 59, y: 76, index: 5976, count: 12

x: 94, y: 23, index: 9423, count: 13

x: 72, y: 55, index: 7255, count: 14

x: 49, y: 5, index: 4905, count: 15

x: 10, y: 85, index: 1085, count: 16

x: 52, y: 74, index: 5274, count: 17

x: 60, y: 85, index: 6085, count: 18

x: 86, y: 98, index: 8698, count: 19

x: 40, y: 69, index: 4069, count: 20

x: 32, y: 63, index: 3263, count: 21

x: 65, y: 65, index: 6565, count: 22

x: 40, y: 76, index: 4076, count: 23

x: 90, y: 25, index: 9025, count: 24

x: 7, y: 46, index: 746, count: 25

x: 27, y: 89, index: 2789, count: 26

x: 57, y: 82, index: 5782, count: 27

x: 47, y: 19, index: 4719, count: 28

x: 93, y: 99, index: 9399, count: 29

x: 79, y: 91, index: 7991, count: 30

x: 77, y: 13, index: 7713, count: 31

x: 96, y: 64, index: 9664, count: 32

x: 60, y: 88, index: 6088, count: 33

x: 47, y: 57, index: 4757, count: 34

x: 55, y: 34, index: 5534, count: 35

x: 47, y: 54, index: 4754, count: 36

x: 79, y: 11, index: 7911, count: 37

x: 72, y: 72, index: 7272, count: 38

x: 42, y: 33, index: 4233, count: 39

x: 33, y: 41, index: 3341, count: 40

x: 85, y: 67, index: 8567, count: 41

x: 29, y: 34, index: 2934, count: 42

x: 12, y: 25, index: 1225, count: 43

x: 83, y: 28, index: 8328, count: 44

x: 82, y: 41, index: 8241, count: 45

x: 26, y: 40, index: 2640, count: 46

x: 11, y: 68, index: 1168, count: 47

x: 46, y: 6, index: 4606, count: 48

x: 2, y: 56, index: 256, count: 49

x: 39, y: 10, index: 3910, count: 50

x: 75, y: 3, index: 7503, count: 51

x: 70, y: 34, index: 7034, count: 52

x: 18, y: 3, index: 1803, count: 53

x: 37, y: 71, index: 3771, count: 54

x: 95, y: 13, index: 9513, count: 55

x: 14, y: 6, index: 1406, count: 56

x: 63, y: 53, index: 6353, count: 57

x: 69, y: 31, index: 6931, count: 58

x: 55, y: 53, index: 5553, count: 59

x: 64, y: 98, index: 6498, count: 60

x: 48, y: 75, index: 4875, count: 61

x: 21, y: 23, index: 2123, count: 62

x: 73, y: 65, index: 7365, count: 63

x: 73, y: 79, index: 7379, count: 64

x: 36, y: 68, index: 3668, count: 65

x: 71, y: 14, index: 7114, count: 66

x: 56, y: 24, index: 5624, count: 67

x: 97, y: 0, index: 9700, count: 68

x: 69, y: 19, index: 6919, count: 69

x: 48, y: 16, index: 4816, count: 70

x: 53, y: 56, index: 5356, count: 71

x: 65, y: 85, index: 6585, count: 72

x: 60, y: 27, index: 6027, count: 73

x: 94, y: 15, index: 9415, count: 74

x: 10, y: 30, index: 1030, count: 75

x: 69, y: 27, index: 6927, count: 76

x: 73, y: 38, index: 7338, count: 77

x: 84, y: 59, index: 8459, count: 78

x: 83, y: 44, index: 8344, count: 79

x: 45, y: 89, index: 4589, count: 80

x: 77, y: 58, index: 7758, count: 81

x: 59, y: 17, index: 5917, count: 82

x: 88, y: 12, index: 8812, count: 83

x: 61, y: 17, index: 6117, count: 84

x: 72, y: 33, index: 7233, count: 85

x: 76, y: 9, index: 7609, count: 86

x: 16, y: 14, index: 1614, count: 87

x: 24, y: 81, index: 2481, count: 88

x: 92, y: 37, index: 9237, count: 89

x: 65, y: 16, index: 6516, count: 90

x: 15, y: 87, index: 1587, count: 91

x: 37, y: 0, index: 3700, count: 92

x: 94, y: 38, index: 9438, count: 93

x: 46, y: 57, index: 4657, count: 94
newX: 47, newY: 57, index: 4757, parent: 4757

x: 42, y: 39, index: 4239, count: 94

x: 96, y: 57, index: 9657, count: 95

x: 3, y: 10, index: 310, count: 96

x: 30, y: 1, index: 3001, count: 97

x: 23, y: 34, index: 2334, count: 98

x: 86, y: 4, index: 8604, count: 99

x: 51, y: 86, index: 5186, count: 100

x: 1, y: 52, index: 152, count: 101

x: 5, y: 90, index: 590, count: 102

x: 76, y: 95, index: 7695, count: 103

x: 11, y: 48, index: 1148, count: 104

x: 23, y: 90, index: 2390, count: 105

x: 29, y: 0, index: 2900, count: 106

x: 29, y: 86, index: 2986, count: 107

x: 71, y: 81, index: 7181, count: 108

x: 88, y: 60, index: 8860, count: 109

x: 28, y: 41, index: 2841, count: 110

x: 47, y: 52, index: 4752, count: 111

x: 56, y: 6, index: 5606, count: 112

x: 56, y: 20, index: 5620, count: 113

x: 13, y: 31, index: 1331, count: 114

x: 89, y: 34, index: 8934, count: 115

x: 54, y: 12, index: 5412, count: 116

x: 26, y: 1, index: 2601, count: 117
newX: 25, newY: 1, index: 2501, parent: 2501

x: 24, y: 85, index: 2485, count: 117

x: 21, y: 85, index: 2185, count: 118

x: 44, y: 55, index: 4455, count: 119

x: 53, y: 39, index: 5339, count: 120

x: 75, y: 82, index: 7582, count: 121

x: 57, y: 65, index: 5765, count: 122

x: 3, y: 46, index: 346, count: 123

x: 2, y: 80, index: 280, count: 124

x: 92, y: 72, index: 9272, count: 125

x: 32, y: 9, index: 3209, count: 126

x: 4, y: 81, index: 481, count: 127

x: 80, y: 93, index: 8093, count: 128

x: 94, y: 25, index: 9425, count: 129

x: 11, y: 38, index: 1138, count: 130

x: 64, y: 65, index: 6465, count: 131
newX: 65, newY: 65, index: 6565, parent: 6565

x: 18, y: 77, index: 1877, count: 131

x: 34, y: 78, index: 3478, count: 132
newX: 33, newY: 78, index: 3378, parent: 3378

x: 44, y: 20, index: 4420, count: 132

x: 47, y: 51, index: 4751, count: 133
newX: 47, newY: 52, index: 4752, parent: 4752

x: 84, y: 95, index: 8495, count: 133

x: 53, y: 27, index: 5327, count: 134

x: 13, y: 45, index: 1345, count: 135

x: 96, y: 53, index: 9653, count: 136

x: 56, y: 21, index: 5621, count: 137
newX: 56, newY: 20, index: 5620, parent: 5620

x: 25, y: 89, index: 2589, count: 137

x: 7, y: 77, index: 777, count: 138

x: 45, y: 33, index: 4533, count: 139

x: 78, y: 92, index: 7892, count: 140

x: 44, y: 19, index: 4419, count: 141
newX: 44, newY: 20, index: 4420, parent: 4420

x: 67, y: 59, index: 6759, count: 141

x: 63, y: 34, index: 6334, count: 142

x: 97, y: 77, index: 9777, count: 143

x: 30, y: 59, index: 3059, count: 144

x: 23, y: 22, index: 2322, count: 145

x: 70, y: 24, index: 7024, count: 146

x: 14, y: 37, index: 1437, count: 147

x: 89, y: 81, index: 8981, count: 148

x: 2, y: 51, index: 251, count: 149

x: 20, y: 43, index: 2043, count: 150

x: 2, y: 70, index: 270, count: 151

x: 1, y: 58, index: 158, count: 152

x: 63, y: 26, index: 6326, count: 153

x: 46, y: 5, index: 4605, count: 154
newX: 46, newY: 6, index: 4606, parent: 4606

x: 27, y: 73, index: 2773, count: 154

x: 54, y: 24, index: 5424, count: 155

x: 75, y: 69, index: 7569, count: 156

x: 97, y: 18, index: 9718, count: 157

x: 41, y: 6, index: 4106, count: 158

x: 20, y: 93, index: 2093, count: 159

x: 8, y: 5, index: 805, count: 160

x: 52, y: 5, index: 5205, count: 161

x: 88, y: 73, index: 8873, count: 162

x: 34, y: 13, index: 3413, count: 163

x: 58, y: 94, index: 5894, count: 164

x: 42, y: 77, index: 4277, count: 165

x: 60, y: 35, index: 6035, count: 166

x: 45, y: 37, index: 4537, count: 167

x: 85, y: 80, index: 8580, count: 168

x: 22, y: 97, index: 2297, count: 169

x: 63, y: 84, index: 6384, count: 170

x: 11, y: 46, index: 1146, count: 171

x: 46, y: 41, index: 4641, count: 172

x: 56, y: 37, index: 5637, count: 173

x: 68, y: 8, index: 6808, count: 174

x: 70, y: 13, index: 7013, count: 175

x: 68, y: 31, index: 6831, count: 176
newX: 69, newY: 31, index: 6931, parent: 6931

x: 17, y: 81, index: 1781, count: 176

x: 26, y: 96, index: 2696, count: 177

x: 11, y: 83, index: 1183, count: 178

x: 94, y: 51, index: 9451, count: 179

x: 22, y: 21, index: 2221, count: 180

x: 72, y: 32, index: 7232, count: 181
newX: 72, newY: 33, index: 7233, parent: 7233
